"val","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20"
3.61106389760971,"G3N508","G3N6B5","G3N738","G3N8J1","G3NI23","G3NLJ0","G3NPV3","G3NSD2","G3NTD6","G3NXX5","G3P5V0","G3PI27","G3PJ29","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3Q9F3","G3QBU5"
3.61037266254425,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NDY7","G3NSD2","G3NTD6","G3NXX5","G3P5V0","G3PDH7","G3PI27","G3PJ29","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3Q9F3","G3QBU5"
3.61021442711353,"G3N508","G3N6B5","G3N738","G3N8J1","G3NG36","G3NI23","G3NSD2","G3NTD6","G3NXX5","G3P5V0","G3PI27","G3PJ29","G3PUE2","G3PWE5","G3PY72","G3Q2Y3","G3Q7P7","G3Q9F3","G3Q9K3","G3QBU5"
3.60988384485245,"G3N508","G3N738","G3N8J1","G3NG36","G3NI23","G3NPV3","G3NTD6","G3NXX5","G3PJ29","G3PP62","G3PQX4","G3PUE2","G3PWE5","G3PY06","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3Q9F3","G3QBU5"
3.60870552062988,"G3N508","G3N6B5","G3N738","G3N8J1","G3NCF7","G3NG36","G3NI23","G3NTD6","G3NUU3","G3NXX5","G3PFN1","G3PI27","G3PQX4","G3PUE2","G3PWE5","G3PY72","G3Q2Y3","G3Q7P7","G3Q9F3","G3Q9K3"
3.6079465597868,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NG36","G3NSD2","G3NTD6","G3PDH7","G3PI27","G3PJ29","G3PQX4","G3PUE2","G3PWE5","G3PY72","G3PY99","G3Q2Y3","G3Q7P7","G3Q9K3","G3QBU5"
3.60787558555603,"G3N508","G3N738","G3N754","G3N8J1","G3NBU5","G3NCF7","G3NH29","G3NTD6","G3NU97","G3NXX5","G3NY86","G3NYX9","G3P6S6","G3PIG1","G3PIZ9","G3PWE5","G3Q289","G3Q2Y3","G3Q7P7","G3Q874"
3.60787157714367,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NG36","G3NSD2","G3NTD6","G3P5V0","G3PDH7","G3PI27","G3PJ29","G3PUE2","G3PVK4","G3PWE5","G3PY72","G3PY99","G3Q874","G3Q9K3","G3QBU5"
3.60689389705658,"G3N508","G3N5P1","G3N6B5","G3N738","G3N8J1","G3NI23","G3NSD2","G3NTD6","G3NU97","G3NXX5","G3P5V0","G3P8Y4","G3PAZ5","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3Q9F3","G3QBU5"
3.60647165775299,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NCF7","G3NSD2","G3NTD6","G3NXX5","G3P5V0","G3PDH7","G3PFN1","G3PI27","G3PUE2","G3PWE5","G3PY72","G3Q289","G3Q2Y3","G3Q7P7","G3QBU5"
3.60478413105011,"G3N508","G3N6B5","G3N738","G3N7U2","G3N8J1","G3NBU5","G3NDY7","G3NSD2","G3NTD6","G3P3G8","G3P5V0","G3PI27","G3PJ29","G3PWE5","G3PY72","G3PY99","G3Q2Y3","G3Q7P7","G3Q9K3","G3QBU5"
